Date,Start Time,Value,Year
1/5/2016,1000,2.547269358,2016
1/5/2016,1100,5.962569593,2016
1/5/2016,1200,10.11027696,2016
1/5/2016,1300,8.780343166,2016
1/5/2016,1400,15.85926556,2016
1/5/2016,1500,5.341672173,2016
1/5/2016,1600,0.176199706,2016
1/5/2016,1700,6.613687292,2016
1/5/2016,1800,8.642126102,2016
1/5/2016,1900,5.109397458,2016
1/5/2016,2000,5.287987644,2016
1/5/2016,2100,16.39799843,2016
1/5/2016,2200,21.23167931,2016
1/5/2016,2300,8.607603419,2016
1/6/2016,0,1.40258005,2016
1/6/2016,100,11.04335594,2016
1/6/2016,200,22.90405037,2016
1/6/2016,300,8.030154834,2016
1/6/2016,400,6.998772713,2016
1/6/2016,500,0.39981753,2016
1/6/2016,600,11.03098153,2016
1/6/2016,700,13.95061437,2016
1/6/2016,800,0.891475478,2016
1/6/2016,900,16.01901681,2016
1/6/2016,1000,19.69756471,2016
1/6/2016,1100,16.92857486,2016
1/6/2016,1200,19.28600435,2016
1/6/2016,1300,9.574422766,2016
1/6/2016,1400,3.100779677,2016
1/6/2016,1500,5.560877923,2016
1/6/2016,1600,24.09107215,2016
1/6/2016,1700,5.932254544,2016
1/6/2016,1800,17.55730073,2016
1/6/2016,1900,3.994315226,2016
1/6/2016,2000,5.43140339,2016
1/6/2016,2100,3.804325299,2016
1/6/2016,2200,9.205977936,2016
1/6/2016,2300,6.78540193,2016
1/7/2016,0,9.31509868,2016
1/7/2016,100,2.039429951,2016
1/7/2016,200,8.387730661,2016
1/7/2016,300,9.220976416,2016
1/7/2016,400,18.34377087,2016
1/7/2016,500,4.682131186,2016
1/7/2016,600,1.685832833,2016
1/7/2016,700,12.97901608,2016
1/7/2016,800,16.2960496,2016
1/7/2016,900,6.53933471,2016
1/7/2016,1000,13.37027748,2016
1/7/2016,1100,19.83263515,2016
1/7/2016,1200,7.59913049,2016
1/7/2016,1300,13.90777156,2016
1/7/2016,1400,7.133564058,2016
1/7/2016,1500,21.72401582,2016
1/7/2016,1600,17.0181263,2016
1/7/2016,1700,9.173895772,2016
1/7/2016,1800,18.59246611,2016
1/7/2016,1900,11.77232197,2016
1/7/2016,2000,24.80010887,2016
1/7/2016,2100,4.998110525,2016
1/7/2016,2200,7.550835905,2016
1/7/2016,2300,4.343934082,2016
1/8/2016,0,5.823144003,2016
1/8/2016,100,8.863424996,2016
1/8/2016,200,17.50102673,2016
1/8/2016,300,12.26142774,2016
1/8/2016,400,3.422325801,2016
1/8/2016,500,11.0960073,2016
1/8/2016,600,0.205352742,2016
1/8/2016,700,1.309825505,2016
1/8/2016,800,11.24360088,2016
1/8/2016,900,14.13927243,2016
1/8/2016,1000,8.993413492,2016
1/8/2016,1100,12.18645114,2016
1/8/2016,1200,6.890483362,2016
1/8/2016,1300,5.493364133,2016
1/8/2016,1400,5.696851238,2016
1/8/2016,1500,12.03152198,2016
1/8/2016,1600,10.39418891,2016
1/8/2016,1700,19.26060998,2016
1/8/2016,1800,10.03987523,2016
1/8/2016,1900,3.998666671,2016
1/8/2016,2000,10.76580049,2016
1/8/2016,2100,7.97874012,2016
1/8/2016,2200,8.603713327,2016
1/8/2016,2300,6.779295199,2016
1/9/2016,0,9.137004875,2016
1/9/2016,100,11.30656965,2016
1/9/2016,200,3.491166926,2016
1/9/2016,300,30.37495559,2016
1/9/2016,400,4.992598962,2016
1/9/2016,500,13.50856226,2016
1/9/2016,600,13.8247041,2016
1/9/2016,700,2.284735581,2016
1/9/2016,800,10.91723769,2016
1/9/2016,900,7.728267492,2016
1/9/2016,1000,19.66823032,2016
1/9/2016,1100,9.521445437,2016
1/9/2016,1200,7.993882629,2016
1/9/2016,1300,0.652116645,2016
1/9/2016,1400,20.48414697,2016
1/9/2016,1500,11.9562478,2016
1/9/2016,1600,11.11945925,2016
1/9/2016,1700,4.26033838,2016
1/9/2016,1800,0.800688927,2016
1/9/2016,1900,26.48178797,2016
1/9/2016,2000,2.465750748,2016
1/9/2016,2100,8.167944774,2016
1/9/2016,2200,0.541996144,2016
1/9/2016,2300,18.79561981,2016
1/10/2016,0,1.900370687,2016
1/10/2016,100,3.301194923,2016
1/10/2016,200,1.333679275,2016
1/10/2016,300,7.792115978,2016
1/10/2016,400,4.138496513,2016
1/10/2016,500,9.774302637,2016
1/10/2016,600,9.092713665,2016
1/10/2016,700,17.4639071,2016
1/10/2016,800,14.7660229,2016
1/10/2016,900,12.85983558,2016
1/10/2016,1000,15.4302225,2016
1/10/2016,1100,29.27643253,2016
1/10/2016,1200,6.038583428,2016
1/10/2016,1300,1.858501368,2016
1/10/2016,1400,4.174055688,2016
1/10/2016,1500,7.46766119,2016
1/10/2016,1600,30.28629089,2016
1/10/2016,1700,19.9816896,2016
1/10/2016,1800,5.339602958,2016
1/10/2016,1900,3.947821813,2016
1/10/2016,2000,1.708476966,2016
1/10/2016,2100,10.28491596,2016
1/10/2016,2200,13.80655468,2016
1/10/2016,2300,5.894940234,2016
1/11/2016,0,8.184365501,2016
1/11/2016,100,5.843405947,2016
1/11/2016,200,7.142138144,2016
1/11/2016,300,7.179770555,2016
1/11/2016,400,6.093287156,2016
1/11/2016,500,3.192590197,2016
1/11/2016,600,3.392910006,2016
1/11/2016,700,17.84051523,2016
1/11/2016,800,21.22614081,2016
1/11/2016,900,6.767660115,2016
1/11/2016,1000,15.03963247,2016
1/11/2016,1100,11.13282633,2016
1/11/2016,1200,0.177070818,2016
1/11/2016,1300,1.963178791,2016
1/11/2016,1400,1.589144712,2016
1/11/2016,1500,15.50548821,2016
1/11/2016,1600,5.080033893,2016
1/11/2016,1700,12.11008877,2016
1/11/2016,1800,12.65731686,2016
1/11/2016,1900,18.97381888,2016
1/11/2016,2000,25.82722911,2016
1/11/2016,2100,23.11712393,2016
1/11/2016,2200,13.23108726,2016
1/11/2016,2300,12.70723843,2016
1/12/2016,0,17.96952364,2016
1/12/2016,100,1.31168782,2016
1/12/2016,200,13.78619858,2016
1/12/2016,300,20.91618873,2016
1/12/2016,400,0.345952864,2016
1/12/2016,500,18.65306223,2016
1/12/2016,600,11.42221683,2016
1/12/2016,700,17.31020989,2016
1/12/2016,800,6.110700144,2016
1/12/2016,900,19.40947584,2016
1/12/2016,1000,18.55283003,2016
1/12/2016,1100,14.76211521,2016
1/12/2016,1200,10.58842761,2016
1/12/2016,1300,13.51532495,2016
1/12/2016,1400,0.148270121,2016
1/12/2016,1500,2.87588542,2016
1/12/2016,1600,14.31579214,2016
1/12/2016,1700,18.48096897,2016
1/12/2016,1800,7.676382089,2016
1/12/2016,1900,11.02663344,2016
1/12/2016,2000,15.57601948,2016
1/12/2016,2100,2.590808951,2016
1/12/2016,2200,3.438922738,2016
1/12/2016,2300,6.746062577,2016
1/13/2016,0,14.07681993,2016
1/13/2016,100,19.15715574,2016
1/13/2016,200,11.00466072,2016
1/13/2016,300,3.268990223,2016
1/13/2016,400,8.963536151,2016
1/13/2016,500,14.18360037,2016
1/13/2016,600,21.0116051,2016
1/13/2016,700,2.683814185,2016
1/13/2016,800,5.629518106,2016
1/13/2016,900,18.44486805,2016
1/13/2016,1000,15.28192856,2016
1/13/2016,1100,5.634382998,2016
1/13/2016,1200,18.47280789,2016
1/13/2016,1300,12.41470171,2016
1/13/2016,1400,1.726725993,2016
1/13/2016,1500,9.686345974,2016
1/13/2016,1600,3.657865707,2016
1/13/2016,1700,13.72719454,2016
1/13/2016,1800,6.146598104,2016
1/13/2016,1900,10.66950634,2016
1/13/2016,2000,8.752183036,2016
1/13/2016,2100,8.79865615,2016
1/13/2016,2200,5.712907776,2016
1/13/2016,2300,13.65664773,2016
1/14/2016,0,0.954343441,2016
1/14/2016,100,23.69849728,2016
1/14/2016,200,20.54403004,2016
1/14/2016,300,23.91411704,2016
1/14/2016,400,10.9365301,2016
1/14/2016,500,8.100717574,2016
1/14/2016,600,5.773356385,2016
1/14/2016,700,9.016180703,2016
1/14/2016,800,6.799221572,2016
1/14/2016,900,32.63220202,2016
1/14/2016,1000,19.4159939,2016
1/14/2016,1100,19.75777969,2016
1/14/2016,1200,1.976648882,2016
1/14/2016,1300,6.874134646,2016
1/14/2016,1400,8.506999101,2016
1/14/2016,1500,8.208222335,2016
1/14/2016,1600,1.079465316,2016
1/14/2016,1700,9.606772769,2016
1/14/2016,1800,16.69921325,2016
1/14/2016,1900,10.66267543,2016
1/14/2016,2000,16.53573975,2016
1/14/2016,2100,16.00975081,2016
1/14/2016,2200,7.390583611,2016
1/14/2016,2300,14.15253336,2016
1/15/2016,0,12.40707512,2016
1/15/2016,100,0.778875281,2016
1/15/2016,200,10.01184068,2016
1/15/2016,300,10.45815412,2016
1/15/2016,400,11.44312149,2016
1/15/2016,500,12.02646493,2016
1/15/2016,600,1.717554782,2016
1/15/2016,700,9.211297123,2016
1/15/2016,800,5.958436189,2016
1/15/2016,900,21.9200403,2016
1/15/2016,1000,6.95805573,2016
1/15/2016,1100,7.49799656,2016
1/15/2016,1200,12.95998159,2016
1/15/2016,1300,4.016195049,2016
1/15/2016,1400,1.140867281,2016
1/15/2016,1500,6.024664549,2016
1/15/2016,1600,1.203607571,2016
1/15/2016,1700,12.86354096,2016
1/15/2016,1800,18.69069274,2016
1/15/2016,1900,15.66661783,2016
1/15/2016,2000,15.49630401,2016
1/15/2016,2100,8.560547717,2016
1/15/2016,2200,3.211174104,2016
1/15/2016,2300,18.78034624,2016
1/16/2016,0,5.380053253,2016
1/16/2016,100,9.656136892,2016
1/16/2016,200,17.55875395,2016
1/16/2016,300,6.699635632,2016
1/16/2016,400,14.1654173,2016
1/16/2016,500,8.367029427,2016
1/16/2016,600,2.171434549,2016
1/16/2016,700,1.663306256,2016
1/16/2016,800,14.4087021,2016
1/16/2016,900,9.406225785,2016
1/16/2016,1000,11.33565614,2016
1/16/2016,1100,3.851076018,2016
1/16/2016,1200,5.940518493,2016
1/16/2016,1300,2.225895866,2016
1/16/2016,1400,6.476208966,2016
1/16/2016,1500,4.320596861,2016
1/16/2016,1600,7.849633272,2016
1/16/2016,1700,7.944619164,2016
1/16/2016,1800,19.12048407,2016
1/16/2016,1900,3.621053949,2016
1/16/2016,2000,8.090041345,2016
1/16/2016,2100,2.134346924,2016
1/16/2016,2200,0.546686271,2016
1/16/2016,2300,3.428881715,2016
1/17/2016,0,18.7237911,2016
1/17/2016,100,17.62580785,2016
1/17/2016,200,8.876685689,2016
1/17/2016,300,18.46601362,2016
1/17/2016,400,14.69480277,2016
1/17/2016,500,6.347088768,2016
1/17/2016,600,13.16051752,2016
1/17/2016,700,2.12145786,2016
1/17/2016,800,10.73893341,2016
1/17/2016,900,3.306750411,2016
1/17/2016,1000,17.26546047,2016
1/17/2016,1100,26.04154934,2016
1/17/2016,1200,3.148868304,2016
1/17/2016,1300,6.208926866,2016
1/17/2016,1400,8.241223435,2016
1/17/2016,1500,20.61306205,2016
1/17/2016,1600,22.10363793,2016
1/17/2016,1700,20.26028162,2016
1/17/2016,1800,5.620315252,2016
1/17/2016,1900,10.10955796,2016
1/17/2016,2000,22.96434598,2016
1/17/2016,2100,14.28017679,2016
1/17/2016,2200,11.03933516,2016
1/17/2016,2300,13.07621283,2016
1/18/2016,0,10.43615862,2016
1/18/2016,100,20.50705449,2016
1/18/2016,200,13.65508584,2016
1/18/2016,300,13.28249483,2016
1/18/2016,400,13.27968148,2016
1/18/2016,500,7.49362384,2016
1/18/2016,600,9.395226121,2016
1/18/2016,700,10.78744264,2016
1/18/2016,800,18.33906099,2016
1/18/2016,900,6.357326502,2016
1/18/2016,1000,6.540209441,2016
1/18/2016,1100,1.27497683,2016
1/18/2016,1200,5.176628937,2016
1/18/2016,1300,3.761620808,2016
1/18/2016,1400,3.026510365,2016
1/18/2016,1500,14.07780037,2016
1/18/2016,1600,2.52477937,2016
1/18/2016,1700,11.40987729,2016
1/18/2016,1800,4.932621823,2016
1/18/2016,1900,20.32523475,2016
1/18/2016,2000,1.913408292,2016
1/18/2016,2100,6.970630156,2016
1/18/2016,2200,9.364747881,2016
1/18/2016,2300,3.023348663,2016
1/19/2016,0,8.418565851,2016
1/19/2016,100,3.941931074,2016
1/19/2016,200,10.31670702,2016
1/19/2016,300,16.64598255,2016
1/19/2016,400,6.79463482,2016
1/19/2016,500,3.016899333,2016
1/19/2016,600,1.875588963,2016
1/19/2016,700,7.863036189,2016
1/19/2016,800,5.374475354,2016
1/19/2016,900,28.03797114,2016
1/19/2016,1000,13.23088567,2016
1/19/2016,1100,5.603218065,2016
1/19/2016,1200,1.942197612,2016
1/19/2016,1300,15.18678122,2016
1/19/2016,1400,11.19398386,2016
1/19/2016,1500,2.773312718,2016
1/19/2016,1600,2.132349416,2016
1/19/2016,1700,5.169098456,2016
1/19/2016,1800,5.188517265,2016
1/19/2016,1900,19.82956874,2016
1/19/2016,2000,11.2533394,2016
1/19/2016,2100,24.80539287,2016
1/19/2016,2200,0.598947276,2016
1/19/2016,2300,7.887656985,2016
1/20/2016,0,9.412954908,2016
1/20/2016,100,22.93824084,2016
1/20/2016,200,2.687848455,2016
1/20/2016,300,17.03829094,2016
1/20/2016,400,5.874206419,2016
1/20/2016,500,0.585615262,2016
1/20/2016,600,3.201776276,2016
1/20/2016,700,16.95560883,2016
1/20/2016,800,9.14172349,2016
1/20/2016,900,11.66408646,2016
1/20/2016,1000,23.38054008,2016
1/20/2016,1100,6.914946692,2016
1/20/2016,1200,18.78236322,2016
1/20/2016,1300,3.673178139,2016
1/20/2016,1400,0.184632546,2016
1/20/2016,1500,4.153555356,2016
1/20/2016,1600,7.964041071,2016
1/20/2016,1700,13.83425985,2016
1/20/2016,1800,4.424145955,2016
1/20/2016,1900,11.238334,2016
1/20/2016,2000,8.113438364,2016
1/20/2016,2100,14.99301843,2016
1/20/2016,2200,11.84583657,2016
1/20/2016,2300,19.22429406,2016
1/21/2016,0,6.815650498,2016
1/21/2016,100,4.944998113,2016
1/21/2016,200,2.754954315,2016
1/21/2016,300,16.4310352,2016
1/21/2016,400,18.79848361,2016
1/21/2016,500,24.89861618,2016
1/21/2016,600,22.76632577,2016
1/21/2016,700,10.4042991,2016
1/21/2016,800,3.36520544,2016
1/21/2016,900,1.474114719,2016
1/21/2016,1000,10.32893752,2016
1/21/2016,1100,12.05333511,2016
1/21/2016,1200,5.46147882,2016
1/21/2016,1300,8.009336376,2016
1/21/2016,1400,4.605613762,2016
1/21/2016,1500,6.214774228,2016
1/21/2016,1600,13.53117052,2016
1/21/2016,1700,9.317233488,2016
1/21/2016,1800,24.74403095,2016
1/21/2016,1900,18.09264286,2016
1/21/2016,2000,16.76355693,2016
1/21/2016,2100,28.83341973,2016
1/21/2016,2200,10.60418815,2016
1/21/2016,2300,10.2691144,2016
1/22/2016,0,11.08270181,2016
1/22/2016,100,4.473537239,2016
1/22/2016,200,5.101137399,2016
1/22/2016,300,15.48462283,2016
1/22/2016,400,5.499502566,2016
1/22/2016,500,19.58915661,2016
1/22/2016,600,4.320659167,2016
1/22/2016,700,19.99811532,2016
1/22/2016,800,17.84493361,2016
1/22/2016,900,6.373560942,2016
1/22/2016,1000,9.239453661,2016
1/22/2016,1100,6.454791746,2016
1/22/2016,1200,20.8938173,2016
1/22/2016,1300,13.49715295,2016
1/22/2016,1400,8.813372141,2016
1/22/2016,1500,13.34974943,2016
1/22/2016,1600,11.09258081,2016
1/22/2016,1700,4.880889921,2016
1/22/2016,1800,10.09968458,2016
1/22/2016,1900,25.92210593,2016
1/22/2016,2000,17.02565728,2016
1/22/2016,2100,8.893044185,2016
1/22/2016,2200,10.88346707,2016
1/22/2016,2300,10.49270445,2016
1/23/2016,0,9.477664139,2016
1/23/2016,100,0.854292202,2016
1/23/2016,200,13.64367827,2016
1/23/2016,300,3.782966503,2016
1/23/2016,400,13.61753562,2016
1/23/2016,500,13.3722273,2016
1/23/2016,600,0.41763936,2016
1/23/2016,700,15.04072069,2016
1/23/2016,800,10.30285402,2016
1/23/2016,900,15.35123881,2016
1/23/2016,1000,7.235887237,2016
1/23/2016,1100,7.937323125,2016
1/23/2016,1200,0.762598744,2016
1/23/2016,1300,8.352303289,2016
1/23/2016,1400,11.39470464,2016
1/23/2016,1500,3.791257496,2016
1/23/2016,1600,5.325643931,2016
1/23/2016,1700,12.69297143,2016
1/23/2016,1800,8.814667245,2016
1/23/2016,1900,5.249689323,2016
1/23/2016,2000,6.876469453,2016
1/23/2016,2100,8.133817768,2016
1/23/2016,2200,3.700007406,2016
1/23/2016,2300,8.028188609,2016
1/24/2016,0,5.825159708,2016
1/24/2016,100,6.113778028,2016
1/24/2016,200,4.006605724,2016
1/24/2016,300,2.111455211,2016
1/24/2016,400,15.79769344,2016
1/24/2016,500,8.631243482,2016
1/24/2016,600,0.135880044,2016
1/24/2016,700,3.212148571,2016
1/24/2016,800,10.49699966,2016
1/24/2016,900,18.98305856,2016
1/24/2016,1000,4.018437846,2016
1/24/2016,1100,17.29615809,2016
1/24/2016,1200,12.36288515,2016
1/24/2016,1300,15.83761318,2016
1/24/2016,1400,13.43694862,2016
1/24/2016,1500,0.181079902,2016
1/24/2016,1600,0.496993276,2016
1/24/2016,1700,4.127123557,2016
1/24/2016,1800,2.671644618,2016
1/24/2016,1900,0.856180422,2016
1/24/2016,2000,11.46179744,2016
1/24/2016,2100,12.10929235,2016
1/24/2016,2200,0.822519495,2016
1/24/2016,2300,3.340493197,2016
1/25/2016,0,4.043182959,2016
1/25/2016,100,6.697826428,2016
1/25/2016,200,7.602237332,2016
1/25/2016,300,6.783001054,2016
1/25/2016,400,10.87592272,2016
1/25/2016,500,13.17960588,2016
1/25/2016,600,10.21801682,2016
1/25/2016,700,12.2596359,2016
1/25/2016,800,3.293938537,2016
1/25/2016,900,5.451372216,2016
1/25/2016,1000,24.29096945,2016
1/25/2016,1100,5.94879063,2016
1/25/2016,1200,17.79410495,2016
1/25/2016,1300,2.259326077,2016
1/25/2016,1400,12.18122522,2016
1/25/2016,1500,3.790518949,2016
1/25/2016,1600,6.7746517,2016
1/25/2016,1700,2.956620552,2016
1/25/2016,1800,8.510282034,2016
1/25/2016,1900,3.662843603,2016
1/25/2016,2000,21.37775828,2016
1/25/2016,2100,6.238879245,2016
1/25/2016,2200,7.937492793,2016
1/25/2016,2300,5.73738401,2016
1/26/2016,0,10.11043544,2016
1/26/2016,100,6.335256679,2016
1/26/2016,200,9.434530106,2016
1/26/2016,300,2.113032112,2016
1/26/2016,400,10.08938189,2016
1/26/2016,500,1.562469413,2016
1/26/2016,600,11.98578233,2016
1/26/2016,700,8.582263732,2016
1/26/2016,800,9.765926607,2016
1/26/2016,900,6.595434374,2016
1/26/2016,1000,15.80385819,2016
1/26/2016,1100,6.495596486,2016
1/26/2016,1200,8.664977179,2016
1/26/2016,1300,0.375291877,2016
1/26/2016,1400,11.52646205,2016
1/26/2016,1500,5.799853514,2016
1/26/2016,1600,9.756798702,2016
1/26/2016,1700,0.982275147,2016
1/26/2016,1800,5.959194269,2016
1/26/2016,1900,9.013213366,2016
1/26/2016,2000,10.05132474,2016
1/26/2016,2100,0.736105141,2016
1/26/2016,2200,15.21478509,2016
1/26/2016,2300,11.41553275,2016
1/27/2016,0,6.425480177,2016
1/27/2016,100,4.09024261,2016
1/27/2016,200,11.77514594,2016
1/27/2016,300,8.500157135,2016
1/27/2016,400,4.036102571,2016
1/27/2016,500,5.75518548,2016
1/27/2016,600,3.505779203,2016
1/27/2016,700,7.325664491,2016
1/27/2016,800,3.881881818,2016
1/27/2016,900,10.47569258,2016
1/27/2016,1000,7.610410582,2016
1/27/2016,1100,18.84478711,2016
1/27/2016,1200,5.352492007,2016
1/27/2016,1300,2.742406351,2016
1/27/2016,1400,4.522527634,2016
1/27/2016,1500,7.076020618,2016
1/27/2016,1600,5.407130779,2016
1/27/2016,1700,3.809583251,2016
1/27/2016,1800,5.23676172,2016
1/27/2016,1900,12.86099354,2016
1/27/2016,2000,12.43766865,2016
1/27/2016,2100,18.19768287,2016
1/27/2016,2200,1.506561592,2016
1/27/2016,2300,23.1308984,2016
1/28/2016,0,14.47064053,2016
1/28/2016,100,2.891633384,2016
1/28/2016,200,12.60629231,2016
1/28/2016,300,7.211510873,2016
1/28/2016,400,4.248527975,2016
1/28/2016,500,14.31850428,2016
1/28/2016,600,9.67823638,2016
1/28/2016,700,16.77156242,2016
1/28/2016,800,3.577559081,2016
1/28/2016,900,14.66789283,2016
1/28/2016,1000,0.960735857,2016
1/28/2016,1100,19.62134785,2016
1/28/2016,1200,10.33955104,2016
1/28/2016,1300,0.574063198,2016
1/28/2016,1400,1.096873708,2016
1/28/2016,1500,4.598020551,2016
1/28/2016,1600,7.463543987,2016
1/28/2016,1700,20.23085642,2016
1/28/2016,1800,9.947318985,2016
1/28/2016,1900,10.15094617,2016
1/28/2016,2000,23.87355512,2016
1/28/2016,2100,6.646692076,2016
1/28/2016,2200,15.60333433,2016
1/28/2016,2300,9.952606554,2016
1/29/2016,0,26.88256265,2016
1/29/2016,100,8.422329288,2016
1/29/2016,200,5.687500178,2016
1/29/2016,300,3.881763521,2016
1/29/2016,400,3.272361277,2016
1/29/2016,500,17.91380293,2016
1/29/2016,600,1.345283096,2016
1/29/2016,700,8.061955453,2016
1/29/2016,800,1.266936056,2016
1/29/2016,900,20.10580849,2016
1/29/2016,1000,7.202682838,2016
1/29/2016,1100,12.40018807,2016
1/29/2016,1200,12.37059376,2016
1/29/2016,1300,7.344863898,2016
1/29/2016,1400,28.84931471,2016
1/29/2016,1500,6.320141938,2016
1/29/2016,1600,21.77883497,2016
1/29/2016,1700,20.02640528,2016
1/29/2016,1800,8.977757404,2016
1/29/2016,1900,13.9628837,2016
1/29/2016,2000,23.21905087,2016
1/29/2016,2100,2.967967557,2016
1/29/2016,2200,17.94838091,2016
1/29/2016,2300,5.284758446,2016
1/30/2016,0,17.90874746,2016
1/30/2016,100,12.37447127,2016
1/30/2016,200,34.67751146,2016
1/30/2016,300,18.7087191,2016
1/30/2016,400,32.88086371,2016
1/30/2016,500,22.53839577,2016
1/30/2016,600,25.45351146,2016
1/30/2016,700,11.80616116,2016
1/30/2016,800,11.50654401,2016
1/30/2016,900,3.208974957,2016
1/30/2016,1000,6.969523031,2016
1/30/2016,1100,8.632407815,2016
1/30/2016,1200,12.78335522,2016
1/30/2016,1300,10.87516739,2016
1/30/2016,1400,19.1088929,2016
1/30/2016,1500,4.848899556,2016
1/30/2016,1600,9.698204706,2016
1/30/2016,1700,12.10032948,2016
1/30/2016,1800,8.873705465,2016
1/30/2016,1900,10.35144713,2016
1/30/2016,2000,14.65101198,2016
1/30/2016,2100,9.006304875,2016
1/30/2016,2200,15.15262047,2016
1/30/2016,2300,32.20301343,2016
1/31/2016,0,14.04868519,2016
1/31/2016,100,14.10882613,2016
1/31/2016,200,0.797901619,2016
1/31/2016,300,2.719223311,2016
1/31/2016,400,8.671141775,2016
1/31/2016,500,3.032674175,2016
1/31/2016,600,6.147240163,2016
1/31/2016,700,15.38024523,2016
1/31/2016,800,12.83523926,2016
1/31/2016,900,18.54359451,2016
1/31/2016,1000,13.08682903,2016
1/31/2016,1100,13.85702722,2016
1/31/2016,1200,29.50162315,2016
1/31/2016,1300,1.714814999,2016
1/31/2016,1400,5.986928683,2016
1/31/2016,1500,4.582980384,2016
1/31/2016,1600,10.07010734,2016
1/31/2016,1700,16.04079004,2016
1/31/2016,1800,8.119420546,2016
1/31/2016,1900,21.31127027,2016
1/31/2016,2000,9.841091867,2016
1/31/2016,2100,15.24372339,2016
1/31/2016,2200,5.870042877,2016
1/31/2016,2300,15.44202143,2016
2/1/2016,0,2.737477847,2016
2/1/2016,100,3.852715296,2016
2/1/2016,200,2.262302996,2016
2/1/2016,300,16.89958298,2016
2/1/2016,400,2.27025798,2016
2/1/2016,500,16.25634161,2016
2/1/2016,600,14.41449188,2016
2/1/2016,700,19.15286789,2016
